,raw_message,posttime,threadid,name,topic_url
3100,So how does it work? What happens to the sweat? I'm sure I once saw a programme where someone had the op and the doctor said that the sweat could become more profuse somewhere else.,2004-10-02 14:06:05+00:00,38081,Sweaty Betty,general_health
3101,Half marathan was hilarious run to the tube station and back a million times,2015-02-03 20:56:01+00:00,2285506,"Eastenders -&quot;We want a Sherlock emoticon, and we want it now!&quot;",telly_addicts
3102,"You said, ""healthy baby"" - not offensive, biog standard response

You did not say, ""healthy baby, without CP like yours"". I would remind them of the words you used. 

I would also be pretty peeved I was accused of being disablist by wanting a healthy child and as **@PeerieBreeks** said, disabled does not mean unhealthy. There has also been a PP with CF who has advised how amazingly health she is.

Did any of your group of friends recoil in horror at your response? I doubt it. YANBU and they are being over sensitive.

Up to you if you want to address or ignore, guess it depends on how much you want to see them again? I'm not sure I'd be keen on someone accusing me of being disablist...",2018-04-01 14:59:58+00:00,3209981,To think my friend is being ridiculous?,am_i_being_unreasonable
3103,"*Always puzzles me why people think eating dogs is some terrible sin, but eating cows, pigs and horses is all good*

I would eat a rog. I would eat the posters here if I had half a chance😂 I also eat rabits. Which is bit ""omg"" for many people. 
Basicaly. I would eat anything. Except vegan cheese in restaurants again",2021-05-22 16:21:23+00:00,4251761,to think that the McDonalds protest is a bloody stupid idea that will not get anyone onside?,am_i_being_unreasonable
3104,np - i have that coat too! in pea green. *love* it.,2006-03-27 14:14:23+00:00,159055,nice,style_and_beauty
3105,"It wasn't so much that she was feeding a lot (ie frequency) just that after she had had the bottle she got fed up waiting for the breastmilk to let down and got very fussy, would not lie still. Once she had got worked up it was hard to calm her down and get her to take the breast. I stopped ebf at 3 weeks as my nipples were bleeding every time and it was total agony and I dreaded each feed. Started giving her some expressed feeds to give my nipples a break and then after that getting milk from the breast wasn't quick enough for her - or at least that was my interpretation. She could drain a bottle in less than 5 minutes. She has always been very 'hungry'. She would start grizzling for a feed on the dot of the hour it was due and even know (aged 3) you can set your watch by her in terms of when she will get hungry.",2011-05-31 07:01:48+00:00,1223931,Is there an ideal time to try and introduce a bottle?,breast_and_bottle_feeding
3106,"(Brought to you by late night viewing, because I can't sleep! Disclaimer: this is *fictional*. I am taking the part of a *fictional character*, not trolling. This could be a fun game if we let it!! ""Guess the show"" and ""respond outrageously to the fictional character"", haha!!!)

My husband and I have six children between us, three boys and three girls. The marriage is new enough that we're still having the occasional teething problem, with all the kids settling in together. Yes, the boys are his and the girls are mine, but we're doing our best to be a family unit, so we don't say ""step""!

Recently there was a scuffle over a playhouse in the backyard belonging to the boys. The boys built it themselves, long before the girls and I were on the scene, but DH and I have been really pushing ""share and share alike"" and I believe strongly that the boys should be made to share the clubhouse with their new sisters. DH disagrees, saying the boys need some space of their own. 

Who is BU, DH or me?",2016-11-27 10:47:39+00:00,2790705,AIBU to make them share? (fictional and lighthearted!!),am_i_being_unreasonable
3107,"If you need to contact Galt direct to get spares, tel: 0161 367 2000 (Hyde, Manchester. Their customer support are great",2003-10-04 22:12:38+00:00,12229,Galt Linkies Black and White Sheep,other_subjects
3108,I seconde L'Occitane hand cream youjust need a small amount and it goes staightinto your skin not oily etc,2014-12-10 18:31:17+00:00,2256293,Cracked hands,general_health
3109,"Hmm - sorry, I know this is an unhelpful response, but it's working for me.

Is it still broken for you?",2012-09-26 18:57:08+00:00,1573947,Preview button not working,site_stuff
3110,"Another vote for Mockingjay - 3rd in the fantastic Hunger Games trilogy.  I felt very disappointed and let down after such a good read.  Also, get the irony of part of it but I felt it wasn't needed.",2013-12-13 14:46:30+00:00,1937221,Ahh!  Crap endings in good books! I am so disappointed! What's yours?,what_were_reading
3111,You’ve more or less just admitted your staying out of pity and that’s when it ^really^ is done.,2019-02-03 15:18:09+00:00,3497298,How do you know your marriage is over?,relationships
3112,"*@CarysRed* It really does, but I am hoping once we’re in October it will fly by!",2019-09-19 22:15:22+00:00,3695438,Due October 2019 Thread 2 💙💖 babies are coming x ,pregnancy
3113,"I had it done about 4 years ago.

Home by about 6pm with 3 little would where they did the keyhole, lots of pain that night and the next day but they did give me codine which helped a bit. After that I had a few days of mild discomfort but nothing awful, I was going to have 2 weeks off of work but only took a week in the end.

Oh and I didn't know they would fill me with air so my stomach looked and felt huge for a while and I had wind like pain for a bit too. ",2018-11-14 18:41:19+00:00,3423774,Has anyone been sterilised?,_chat
3114,"How important is it to him? Is it a dealbreaker? 

I was never someone who longed for a child and was never sure whether I'd have them or not. Then I met DH. He definitely wanted children, would have been a dealbreaker for him. I decided why not? I wasn't dead set against the idea and people seem quite fond of them, I was keen to pursue a relationship with DH. We got married and I conceived on honeymoon. DD is amazing and I enjoy being a mum so much that I'm having another go and DC #2 is due just before DD's 2nd birthday.",2017-07-07 11:58:47+00:00,2973492,How did you know? (long one!),conception
3115,"It's not immature or mature. I'm a mature adult in her 40s but i still hated it when my parents each hugged me at new year. 

I actually remember going with some of my parents' friends to see my parents on my mum's birthday - everyone hugged her but me. I see them several times a week so it's not a lack of a relationship",2017-04-14 19:17:33+00:00,2902636,To think there's nothing wrong with my son's behaviour,am_i_being_unreasonable
3116,"I love these thread as PP always come on and defend what is basically fraud
Oh but if she’s finished in four then it’s fine for her to bill you for five if that’s what you thought it would take.

No it isn’t! If the agreement is an hourly wage
If the agreement is per job then that’s different.

Majority of cleaners are paid by the hour and there is an agreement at start of job that a clean house will take about X hours so X hours is paid for. If it happens to take an hour less then a good cleaner would tackle windows or the oven. If it always takes an hour less with absolutely nothing else to do then an honest person would say this and only charge for four hours

How do you know what hours she is doing OP? If you are sure then just question the bill and pay for the hours she worked",2020-01-27 12:06:04+00:00,3806635,To be miffed with cleaner,am_i_being_unreasonable
3117,"* Are you saying it's ok to just let them wander in and sort it out when they get there?* We dont have a choice, inside or out of the EU, if they come here illegally.  But out of the EU we can stop them using our services.",2017-12-06 01:06:41+00:00,3105457,Brexit's going well then..,am_i_being_unreasonable
3118,"I posted a month ago today... Really thinking it has got lost. I might talk to angels to see who is still missing things etc. 
I would definitely like to do another swap in the new year. I really enjoy waiting for a surprise in the post like a kid [grin]",2013-12-04 09:31:34+00:00,1870209,Would anybody be interested in a crafty swap?,arts_and_crafts
3119,Bought two scarves and a necklace.  One of the scarves will be going back but couldn't decide on colour way.,2014-07-04 08:14:42+00:00,2117537,John Lewis Clearance - Becksondergaard,style_and_beauty
3120,"YANBU, bit off to invite people to the whole wedding then decide later to change it to an evening-only invite imo. 'Not enough room' is weird, surely she knew the capacity of the venue when sending out the invites? Or has the venue changed or something.",2009-03-30 14:27:31+00:00,730567,"To think if you&#39;re invited to a wedding, you should be able to go to the actual wedding??",am_i_being_unreasonable
3121,"That sounds like a tight squeeze doghairs! Glad to hear you will have more space this time round.
That sounds great Lucas, the only thing stopping us from booking a villa would be having to drive over there, we like to be out and about in the evening and be able to have a few drinks with dinner so I think IDrive is where we want to be.
I plan on getting our holiday clothes when the summer stuff is reduced around September. I'm also dieting so it gives me more time to get back to my target weight.",2015-04-01 19:38:40+00:00,1871619,Anyone got a Disney/Florida Holiday Planned Part 2,holidays
3122,"Would you consider relate/couples counselling? Or just talking more in depth about it together so you can really get to the bottom of why he's feeling this way? Sounds like you really need to explore this more together. Maybe your partner has something approaching post-traumatic stress disorder after witnessing your daughter's birth? Or perhaps he's found your pnd really hard to handle, harder than he's been able to admit for fear of upsetting you even further when you were so unwell? (Sorry to suggest this but it is notoriously hard to support loved ones with serious depression, so is a possibility.) Or perhaps he just sees the end of your daughter's babyhood in sight and is looking forward to calmer days. If he's gone from wanting 2 kids to adamantly insisting on stopping at one I do think there may be reasons that need to be explored further.

I can see how accidental conception would be tempting but it would be a betrayal of your partner's trust, imo.",2009-09-09 15:45:30+00:00,822369,To &quot;accidentally&quot; conceive?,am_i_being_unreasonable
3123,"At the moment I just finished a temp job but I need to pay my rent for at least 7 more months so must work. The other issue is my mum is my guarantor. In the worst case, what will happen with my contract? Will it be null? But yes I must find work in my own city but this is a conflict because I want to stay home with my Mum. Ideally I will find something with a few hours per week so I can run to and from.",2016-01-21 02:49:24+00:00,2553474,"Terrified and alone, please please hand hold?",life_limiting_illness
3124,"Never been a McDonald's fan but after watching the Morgan Spurlock documentary, even less so!! ",2020-08-08 14:03:49+00:00,3989622,AIBU to think letting your kids eat McDonald's with you at least 4 times a week is disgusting?,am_i_being_unreasonable
3125,"Hope you’re ok OP, you’ve gone awfully quiet. Thinking of you.",2020-06-05 08:27:43+00:00,3925756,It wasn’t wind... it was a baby!,_chat
3126,My Britax two-way rear facer goes up to 25kg.,2008-05-16 10:56:32+00:00,531232,to wish that a few more MN&#39;s had seen my thread today......,am_i_being_unreasonable
3127,"I use Bioderma usually , have run out and waiting for delivery so I am using La Roche Possey one which is much more expensive .

I use it to take makeup off , eyes and all , gets my skin very clean. I do exfoliate as well 2-3 times a week.

I get my Bioderma pink one for sensitive skin online, have just ordered from [[http://www.leguidesante.co.uk/279/purchase/crealine-micellar-solution-perfume-free-sensitive-skin-500ml/  this site ]] but delivery is a lot £6.40 or something ridiculous so the cheap price is offset somewhat.
",2013-06-02 13:18:13+00:00,1770121,Micellar Water?,style_and_beauty
3128,"*@Iamthewombat* You are mixing me up with another poster, I did not say anything about levels of pay. I made a comment about pensions that was inaccurate.",2019-08-18 13:18:33+00:00,3667947,To think that a lot of us will be in trouble when we retire...,am_i_being_unreasonable
3129,I was wondering if anyone knows how long it is to get court papers i had a letter off my exs solicitor saying the papers were with the court this was 15th march. But i havent had anything. I have a feeling its not been done🙄 ,2019-04-09 18:22:04+00:00,3555539,Court papers,lone_parents
3130,Who on earth expects a 19 year old to clear a loft and doesn't check they have done it? Did they want the stuff then? If they wanted it one would have thought they would have missed it by now? Did they go to the dump to retrieve the stuff?,2017-08-20 07:33:29+00:00,3009934,Seller's property in new house - can we chuck it?,property
3131,"I'm with *Fizzy*

OP when I was your DD age I was reluctant to tell my parents anything that happened because  I feared they'd give me less freedom.

one of the most useful things I ever heard was a teacher saying that girls should see all men as potential rapists - now I suppose she'd say Schrodinger's Rapist.

for some reason this gave me the confidence to tell these men to fuck off. It's the only language they understand. They mostly back off when they see the female ""object"" they've targeted isn't just going to take it.",2019-03-17 12:29:28+00:00,3535551,To be angry and distressed at the amount of harassment my fourteen year old daughter faces?,am_i_being_unreasonable
3132,"Thanks guys! Still feeling a bit in shock, but it's just hair! ",2020-05-09 04:14:14+00:00,3903660,I shaved my mid back length hair off tonight AMA,AMA
3133,cuntycowfacemonkey (love typing that BTW! [grin]) has it exactly.,2015-10-13 21:17:33+00:00,2486770,Do these shoes say sassy or granny?,style_and_beauty
3134,happy anniversary talk to you again!! bye,2005-05-24 17:33:01+00:00,80241,MoggyMummy profile,member_profiles
3135,"yes at seperate isles
",2011-03-06 19:15:38+00:00,1165579,tesco shopping trolleys.,am_i_being_unreasonable
3136,"Hello, excuse a pop in, I used to follow the threads on the early days and was in the Timeless VIe fb group.

I just wanted to query something.

And old friend, who lives the other end of the county, has been swallowed by Arbonne this last year and had been essentially groomed into believing the whole thing as being a worthy business. Her manager( ?) is very good at all
The lingo and social media etc and they are now close  ""friends"" but clearly it's been a friendship based on my friend buying her stuff. 

My friend struggles a bit with spelling and grammar and doesn't really seem able to take it much further. Since she's been swallowed any contact with me has included the damn arbonne stuff. 

I tried to discuss it with her in a flippant way; friends have been mistaken by mlms. It's unethical etc. She is adamant it's a wonderful thing. I've since learnt this mlm is favoured by gps etc; she's a nurse. 

My query is that she's posted this and I wondered how ""kosher"" it is; as at the moment my only point she's been unable to challenge is ethics from the POV of pyramid selling. 

A b corp sounds like something from mr robot. I wondered if it's been invented by mlms? 

(Apologies for typos and crap grammar; I'm knackered and squinting in the dark while my son goes to sleep.) ",2020-01-30 19:42:25+00:00,3782761,"MLM Botwatch 56 - New Year, New Thread",legal_money_matters
3137,"^Why is the 'sure, let me know when' thing bad behaviour from the OP?^

^^^This.  Totally agree *Yvaine*

OP has done all of the hard work in the past - she's sent lists of dates, met in places that are inconvenient for her because ""friend"" wants to, has had to make all the arrangements AND she works FT while her friend is at home and so  has rather more flexibility.

What's wrong in asking Friend to provide a few dates and seeing how they fit with her diary, rather than the other way round?  Why does friend have a problem wth this?  Especially as friend's diary seems the fullest.  It would be the easiest way to do it.

I think her friend wants to be the one who calls all the shots and have everybody running round after her on her terms,  Friendship is a two-way street.  If her friend isn't prepared to make some of the running, then tough.",2016-10-19 09:53:35+00:00,2759632,To have pretty much ended this friendship? ,am_i_being_unreasonable
3138,"Just thought you might all appreciate the low-carb difficulties I ended up running into at the Italian restaurant...

Waiter was impatient and distracted and not looking at/listening to us while we ordered. My friend's a vegetarian so she had to ask what her dishes were cooked in, which, with some language difficulties thrown in, led to increasing frustration on both sides. She ordered extra potatoes which made things worse. Turns out the chicken with ham and cheese came with potatoes, so I said no potatoes - he thought I also wanted more potatoes so I had to say again 'no potatoes!' at which point he rolled his eyes at me! I then asked for spinach with butter instead. Meal came with no potatoes but no spinach - when I said to a waitress I'd ordered it, he shouted across the restaurant 'no she didn't, she said no potatoes!' We were giggling by this point...

Then ordered a dish described on menu as 'strawberries and fresh whipped cream with mint leaves'. When it came, the cream was clearly some kind of product with lots of sugar in, and the whole thing was covered in icing sugar. Felt I'd made a fuss by this point so ate strawberries and half of cream! Annoyed as I've had a really good LC run and a good loss already this week.

Food was lovely but the service was comical - can be hard to navigate the low-carb road sometimes!",2018-07-07 00:17:45+00:00,3294488,Week 8 - Low Carb Bootcamp - only 3 weeks to go!,low_carb_bootcamp
3139,"*You do not need to change your name by deed poll*

Once you marry, all that actually does is give you the option to use HIS surname as your name, if you choose. You still 'have' your original surname. It's still your surname as much as it ever was. You retain it. Plenty of people use both throughout their marriage, for example using their original surname at work, their 'married' name in personal life. You ^gain^ the right to use his when you marry, but you don't actually ^lose^ your old one. 

It is confusing because as other posters have said, you might find yourself needing legal docs to make some changes - but this won't be because you need to 'reclaim' that surname, it will simply be because you've eg got a passport in your married name, or a bank account and you want to change it. It's not about needing to 'reclaim' or 're-register' YOURSELF with your old surname.

The only thing which takes AWAY an old surname and replaces it is if you ^do^ complete a deed poll- that's a change. Marrying isn't, it just gives you a 'courtesy' use of ^second^ potential surname. 

So you really shouldn't deed poll change- that's just more confusion.

You can just start using your original surname right now and start changing bank stuff and passport etc. Quite straightforward.

And yes you can call your baby your surname at any point and you absolutely should!

As for the birth cert, personally I would leave him off, as although if you're still married when the birth takes place he will automatically have parental responsibility, I would let HIM make the running to go on the certificate as it will tell you a lot about how serious he might be about remaining in your daughter's life - and that might be useful information for you.

And you can claim maintenance without him being on a birth cert. 

I'm sorry, horrible for you - but if it were me, I'd be so glad to know all this before the lying little shit ended up being my birth partner! 

By the way, don't tell him when the baby is born until she is registered - because as you are married, he has the right to do that. Register the baby yourself in hospital straight away, with the names you choose then tell him. And don't have him within a million miles of your delivery - have someone you can rely on there with you.",2020-04-22 15:19:31+00:00,3887941,"Husbands affair at 26 weeks pregnant, advice needed",relationships
3140,Imagine a female Francis Begbie with a fine arts degree.,2013-03-21 20:12:07+00:00,1708734,to have moved her trolley and called her ignorant,am_i_being_unreasonable
3141,"You have  to stop thinking that he is going to be a 'normal' parent.

He isn't.",2016-11-09 23:01:08+00:00,2758474,"My DP doesn't look after his mind, body or soul.",relationships
3142,"The order of the day is to be surprised when a Y2 child stabs another one. 
The accusations of shouting and screaming and humiliation are been thrown around by an interested party who seems more bothered about her child being possibly reprimanded severely than injuring another child.
I know some teachers who raise their voice. 
Those that lose the plot on a regular basis then tend to lose their job. It is also unclear whether this was a teacher or a TA who shouted.",2009-09-26 20:49:35+00:00,832592,Is Teachers shouting at children .. child abuse,parenting
3143,"I'm not sure I'll be any help to you but I could have written your post albeit a few alterations to the details. My son is 14 and has pretty much done everything you have mentioned. He is DS2 and has always been more daring than his reserved older brother. 
The only thing I can say is you and DH need to talk together and then agree to keep calm to start with. I have lost it and so has my DH but it just doesn't work and in fact I think they love making you lose it.
I read a book called ' your teen is crazy' by Michael J Brady. An American book and I haven't finished reading it yet but I have found it quite helpful. 
Re the cannabis - it is everywhere and very difficult to police. We have had the same conversations as you about mental health etc. Basically some teens test everything and the only thing you can do is to continue being consistent and together. Do what you need to do to strengthen your partnership with DH because you really will need each other to get through the teen years with some kids. Also, interesting, those people you know with wonderful perfect teens are usually a bit economical with the truth because a lot of people I talk to are all in the same boat and just don't talk about it like you do at playgroup with a toddler having tantrums. In fact I sometimes think of my boy as a great big toddler but I have less control now. I love my son because occasionally he can be lovable but at the same time I can really really dislike him because his behaviour can be very stressful for everyone else in the family. We are looking forward to the days we can worry about him less whenever that is.
I wish you good luck",2018-04-30 22:24:37+00:00,3235822,"15 yr old DS - smoking, drugs and school",teenagers
3144,"Devastating.  I am so sorry for your loss.

Keep talking.

xxxx",2014-04-10 13:57:27+00:00,2050174,My beautiful daughter has gone,bereavement
3145,Everything about being female was embarrassing. Everything to do with periods and hormones was to be hidden. When I had a miscarriage my husband didn't talk to me for a week and I felt sorry for him. When I came home with my first baby after a section  I slept on the floor in the living room so he could get a good nights sleep after running round all week getting the house ready.,2018-07-04 10:02:11+00:00,3296533,Talking about sex not gender - woman means adult human female,womens_rights
3146,"oh no ive got one and its awful... it never bloody toasts it just burns..

would be much better off with a cheap one...",2008-09-16 21:57:05+00:00,608419,to get very very excited that DH has just got me a dualit toaster,am_i_being_unreasonable
3147,Can't make it sorry x,2005-07-08 11:02:28+00:00,70871,Bluewater older mums?,meetups
3148,We even sent our school LSA and our nanny on the course! You can't substitute for real qualifications and experience in ABA but at least you can try to make sure that everyone gets the principles.,2013-12-17 12:15:39+00:00,1940052,ABA therapy and PEACH,special_needs
3149,"Do you call/text him daily when your child is with you to give him updates?  If not you are being a little unreasonable to ask him to contact you with daily updates.  You are essentially saying that you need to know your child is ok as you don't trust him, which isn't acceptable if you are allowing your child to stay with him for up to 7 days. 

If your child wants to contact you he should facilitate that, but otherwise no news is good news and your child is having fun with their dad.",2018-07-07 14:25:06+00:00,3299714,Contact With Ex During ,lone_parents
3150,"Exactly Talkin, there is a link —between all the nonsense— but some Christians still maintain it’s all about the resurrection and nothing else can be celebrated at that time. As Passover/Pesach often falls at the same time, I was once asked by an ultra Christian neighbour why the Jews were trying to hijack Easter?!

It’s a celebration for everyone, I don’t do it as Christian Easter or Passover (mainly because if I ever had to sit through another Seder it would be too soon). It’s a sham and if peo0le feel pressured to perform but isn’t it nice for lots of peo0le to have time off and use it as an excuse to see family.",2018-04-02 11:31:15+00:00,3209828,To wonder when all this Easter Bunny nonsense started?,am_i_being_unreasonable
3151,"Do what suits you - a rested (or at least semi-rested) mum is always better for a baby in the long run. 
 
 If it's any help our DS went into his own room at 2 weeks. The room was right next door and we could hear the slightest squeak - it was just far enough away to cut out the snuffling, farting, grunting and general shuffling which DS would do all night long. 
 
 Everybody always has an opinion - go with what you feel most comfy with is my motto...",2004-05-10 21:45:17+00:00,24582,Sleeping in own Room,sleep
3152,To be honest I wouldn't want to see you again either.,2014-10-15 17:52:57+00:00,2210001,Think I pissed my friend off,am_i_being_unreasonable
3153,"Glad to hear it.

Hitting IS abuse, but it's never just physical violence.  The EA side can be actually even more crippling to a person than the PA in many ways.

As Newname says, no-one deserves to be treated like that.",2011-01-25 11:35:52+00:00,1133895,Abuse....,relationships
3154,Greenway cafe is gorgeous!,2014-05-29 23:51:15+00:00,2073273,Nice veggie restaurant in Derbyshire?,uk
3155,"I agree that this probably isn't good news for female ballet dancers. On a related issue, I've always been fascinated by where male ballet dancers come from. In the 12 years my daughter did ballet I never once saw a boy take a ballet class - not in her class, nor in any of the other classes the school ran. Given the huge skill and dedication required to become a professional ballet dancer, you'd imagine that only a tiny proportion of children who start ballet end up becoming professional dancers. So where are they all? 

And following on from that, if these days liking ballet is regarded as a sign that a boy must really be a girl, as seems to be the case, where are the future male ballet dancers going to come from?",2018-06-18 07:52:20+00:00,3281029,Gender fluid (male) dancer wins female role in ENB,womens_rights
3156,"you can get a very strong and rigid bath in ""Carronite"" which is a process Carron apply to (some of?) their acrylic baths.  It put the price up somewhat.

I have one, as they make them in a wide range of abnormal sizes, which I needed, and it seems fine.  They are a bit heavy.  It holds the heat better than ordinary baths, due to the thicker construction, and much better than an iron one.  They do matching reinforced panels.

BTW, ordinary baths come with a very flimsy plastic panel.  You can get aftermarket panels in simple rectangles, but it is --very difficult-- impossible to match weird shaped baths unless you buy them from the bath manufacturer before they discontinue that model.",2018-02-25 20:40:16+00:00,3178167,Bath help! ,property
3157,OP hasn't said all rap music is sexist but apparently the music her son listens to is sexist so obviously she is not BU to object to that.,2018-12-29 10:09:41+00:00,3462886,to hate my teenage son's music,am_i_being_unreasonable
3158,"Crikey - is he still there?! Since this morning? You must be a saint! I can't stand playdates that last longer than 2 hrs. When's he going home? 
 
 PS Presumably they've broken up from school then? Have you got another mega-long holiday ahead?",2004-12-15 17:15:25+00:00,48827,"Am I over-reacting no. 2,300....",other_subjects
3159,"True *Daisy*, but then I'm not sure asteroids would look great either! [grin]

I've just been searching for artificial grasses and some look pretty good actually, soft touch and not all bright green. I beginning to be persuaded... 

I just want to be able to sit on the ground in my own garden without flint digging into my legs! Gravel's for driveways not gardens! (IMO)",2015-03-29 18:14:19+00:00,2342962,"Replacing gravel in yard - paving, AstroTurf, something else?",property
3160,"The LCP can be euthanasia by the back door, if it's arbitrarily imposed by the medical staff and not discussed with the patient/patient's family.  There have been reported instances of these.

Meanwhile, when mum was seriously ill I found a DNR notice on her notes, which was not signed, and had not been discussed with mum or us, her family.  I took it off, ripped it up and informed the staff that any further DNR notes would also be treated this way.  Mum was not happy, as she would not have agreed to a DNR note at all.  Mum is not the only example of this happening.

I feel at present we can't ensure that safeguards against people choosing euthanasia under duress are made strong enough while we have these sort of incidences undermining patients who *don't* want to die.  The current appalling treatment of elderly people in hospitals is evidence enough.

People should have free will to make the decision to end their lives, and should not feel under any compulsion from medical staff, relatives or anyone with a vested interest.",2011-12-09 10:15:54+00:00,1359306,"&quot;I am not sad that I will die today, but angry...",in_the_news
3161,"*@zzzebra* thanks, I think that answers one question I’ve been asking myself which is how important is attention to detail at this stage.",2021-04-14 15:59:23+00:00,4219059,How much does an architect cost,property
3162,Have a drink of water or get on and do something interesting?,2014-03-24 09:21:44+00:00,2034085,To not carry about endless snacks and things for my DC?,am_i_being_unreasonable
3163,"*@SingleTTC31* Nawww. Sorry to hear that. It's hitting isn't it. Could it be implantation bleeding? I've not ever been pregnant so don't know how much it would be. Hopefully your clinic can help. 
I'm doing fine on them so far, thank you. I'm on down regs at the moment, so, taking tablets to stop my natural cycle. I start injecting soon as part of the down regs. ",2021-06-14 20:14:39+00:00,4147616,Beginning IUI with donor,donor_conception
3164,I found People With Autism Behaving Badly (from Amazon) really helpful when DS was going through a really bad patch.,2011-02-24 11:33:36+00:00,1155805,help/advise needed for SN Teen please,special_needs
3165,"I think you need to remove the flat buying from the ‘staying put’ 

You won’t pay rent so can save, just put a small sum aside for repairs and ground rent, when you want to move on you can rent it out or sell if you decide to move permanently.

You have no idea what the next couple of years may bring but this gift gives you a lot more choices.",2020-01-05 18:21:31+00:00,3787260,AIBU to feel totally overwhelmed by my dad's offer to buy me a flat?,am_i_being_unreasonable
3166,"No, there is a box on the paternity leave form that says you will take paternity leave for two weeks from the day the baby is born so hubby has done that. ",2012-12-21 17:06:05+00:00,1641744,Anyone else's DH have to book their paternity leave?,pregnancy
3167,"I'm probably being really stupid. 

On the attached plan of our house, it shows a hedge. Elsewhere on the boundary line there are the little Ts to denote ownership of the boundary, which are fences. But there is no T on the hedge itself, even though there is a bold line to show the hedge is inside the boundary. 

Do we own the hedge or not? I say we don't, because the hedge was there before the house was built. DH says we own it as it's within the line and the hedge would have been planted when the planning permission was given (years and years ago). 

No one currently lives in the house the other side of the hedge so we can't have a conversation. 

Hope that makes sense. Also hope the picture shows up. [smile]",2021-02-24 13:31:05+00:00,4175431,Could someone please dechiper this boundary plan,property
3168,"I've done it to fish, and 'put down' a few rabbit and birds after RTAs...

Wouldn't bother me in the slightest. How many thousands of years were our ancestors hunter/gatherers or farmers? (also I was a theatre nurse, blood and guts are no problem).",2018-03-29 20:38:35+00:00,3208040,To think if you had to kill the animal yourself you wouldn’t eat meat,am_i_being_unreasonable
3169,*Hedgehog* How much free time do you get compared to your dh. Things can not go on like this as you are going to end up ill with the stress of carrying everyone. Your dh should not get downtime in an evening until you do too.,2014-11-17 09:56:49+00:00,2237308,To want a divorce over this,am_i_being_unreasonable
3170,"""You could dye it..."" What a good idea *Oranges* - I've never dyed anything, but it is worth a test run before I purchase.",2014-05-04 22:31:30+00:00,2067238,To think a normal length cotton dress with sleeves is in fact the Holy Grail,am_i_being_unreasonable
3171,*made redundant after 11 years with same company,2019-08-26 20:50:06+00:00,3675741,What is the shortest amount of time you have stayed in a job?,_chat
3172,My 'address book' is on my computer - I had to change from a proper book to my laptop as friends hated it when I told them they couldn't move for at least 5 years! [grin],2012-01-12 23:32:38+00:00,1382477,To be obsessed with stationary and notebooks of any kind?,am_i_being_unreasonable
3173,"*Maid* I dunno, I like going to wedding where everything is a surprise, rather than knowing everything to expect. Unless the food is shit of course, that's never a good surprise

*Bout* agree about holidays being boring. Especially holiday pictures. Even my own I can't be arsed looking through! We went on holiday in September and loaded pics onto the iPad, DH and I sat to look at them together one night --with a glass of wine-- once DD was in bed. We got to about photo 7 out of 600 and both said ""this is boring, shall we watch a film?"" [grin]",2015-11-05 14:13:31+00:00,2502061,To not be the least bit interested in other people's weddings?,am_i_being_unreasonable
3174,"[grin] *size* I'd be sunburned by the time DS was finished -drowning himself- feeding.

My all-time hero is the woman who was ticked off for breastfeeding in a public space...and squirted milk at them

I've been practicing in the shower for nearly two months now and my range is pretty good. Please, please let someone have a go.",2018-05-25 14:53:27+00:00,3259109,"Vapers, dog owners and breastfeeders are all offensive in public",am_i_being_unreasonable
3175,"

[quote Darker]As far as I’m aware there were a few occasions when activists disrupted public transport, but XR didn’t like it. During the big bridge takeovers the stations remained open. At least, that’s what I recall.[/quote]
When they took over Wloo bridge I was heavily pregnant and had to push DS in his puschair the 1 mile to work as the buses couldn't run any of the route i need (again no other possoble option) Had I collapsed or lost the baby due to over exertion I doubt any of them would care [grin]   as it happens the physical damage was only to me.",2021-08-26 18:57:04+00:00,4331737,to continue to support Extinction Rebellion,am_i_being_unreasonable
3176,Are the homes run under the NHS or are most of them private?,2017-09-21 14:51:28+00:00,3039466,Ask a dementia care expert about care homes for dementia - chance to win £150 QUESTION SUBMISSIONS NOW CLOSED,sponsored_qas
3177,Maritime Museum at the bottom of Greenwich Park has a giant map on a comfy sprung floor that small children sit/crawl on. It's on the first floor and there is a Paul cafe right next to it. Bonus!!,2015-06-17 23:18:37+00:00,2405075,to just let my baby crawl around on the pavement?,am_i_being_unreasonable
3178,"Baby rose - I think you should be fine. I take my temps at 5am mon-fri and take them much later 7.30ish on the weekend. 

Although its my first month, I seem to have a chart that makes sense. Also FF takes into account the time, so will exclude any that are really out of whack. ",2013-07-30 17:14:32+00:00,1814834,starting temping need a little help..,conception
3179,Hi Woofers...other than hospital yesterday its been great. Loving the sunshine!!!!!!!! Dp is a tad sunburnt ,2013-05-05 21:54:34+00:00,1709005,August 2013 - Part 4 - Half way there already!,birth_clubs
3180,"Hi, I have never posted before. I have one baby. 

I got my period on Sep 28th. 11 days later I got, what I thought was another period (no cramps), bleeding lasted 4 days. I didn't have sex between the 2 periods. It is now 35 days later and I got a positive pregnancy test today. I haven't had sex since before my September period. 

I am so worried. Am I pregnant? Why would I have I had 2 bleeds if I am? I have made an appointment to see my GP tomorrow. Has anyone any experience of this or similar?",2014-11-10 18:49:49+00:00,2231926,What's going on?,pregnancy
